monthyear,month,year,county,amount,sales_type
201711,11,2017,CHAFFEE,347798,retail
201711,11,2017,CLEAR CREEK,38372,medical
201711,11,2017,CLEAR CREEK,453940,retail
201711,11,2017,CONEJOS,424081,retail
201711,11,2017,COSTILLA,247946,retail
201711,11,2017,DENVER,15704331,medical
201711,11,2017,DENVER,31195308,retail
201711,11,2017,EAGLE,118682,medical
201711,11,2017,EAGLE,980728,retail
201711,11,2017,EL PASO,7652843,medical
201711,11,2017,FREMONT,133101,medical
201711,11,2017,GARFIELD,243896,medical
201711,11,2017,GARFIELD,1581537,retail
201711,11,2017,GILPIN,188913,retail
201711,11,2017,GRAND,272045,retail
201711,11,2017,GUNNISON,433357,retail
201711,11,2017,JEFFERSON,1302651,medical
201711,11,2017,JEFFERSON,3678694,retail
201711,11,2017,LA PLATA,278348,medical
201711,11,2017,LA PLATA,1753119,retail
201711,11,2017,LAKE,174191,retail
201711,11,2017,LARIMER,1095959,medical
201711,11,2017,LARIMER,5125412,retail
201711,11,2017,LAS ANIMAS,36449,medical
201711,11,2017,LAS ANIMAS,3956545,retail
201711,11,2017,MESA,963023,retail
201711,11,2017,MONTEZUMA,54431,medical
201711,11,2017,MONTEZUMA,1658451,retail
201711,11,2017,MORGAN,880963,retail
201711,11,2017,PARK,323525,retail
201711,11,2017,PITKIN,53994,medical
201711,11,2017,PITKIN,571977,retail
201711,11,2017,PUEBLO,501175,medical
201711,11,2017,PUEBLO,3320340,retail
201711,11,2017,ROUTT,661206,retail
201711,11,2017,SAGUACHE,95793,retail
201711,11,2017,SAN MIGUEL,181166,retail
201711,11,2017,SUMMIT,114788,medical
201711,11,2017,SUMMIT,1411797,retail
201711,11,2017,WELD,351629,medical
201711,11,2017,WELD,2433403,retail
201712,12,2017,ADAMS,782044,medical
201712,12,2017,ADAMS,6120302,retail
201712,12,2017,ARAPAHOE,881650,medical
201712,12,2017,ARAPAHOE,9761509,retail
201712,12,2017,ARCHULETA,732699,retail
201712,12,2017,BOULDER,1816738,medical
201712,12,2017,BOULDER,6814221,retail
201712,12,2017,CHAFFEE,398262,retail
201712,12,2017,CLEAR CREEK,32356,medical
201712,12,2017,CLEAR CREEK,574268,retail
201712,12,2017,CONEJOS,434200,retail
201712,12,2017,COSTILLA,273773,retail
201712,12,2017,DENVER,14510755,medical
201712,12,2017,DENVER,32265126,retail
201712,12,2017,EAGLE,132404,medical
201712,12,2017,EAGLE,1531387,retail
201712,12,2017,EL PASO,8513185,medical
201712,12,2017,FREMONT,146945,medical
201712,12,2017,GARFIELD,233612,medical
201712,12,2017,GARFIELD,1681605,retail
201712,12,2017,GILPIN,179250,retail
201712,12,2017,GRAND,435934,retail
201712,12,2017,GUNNISON,397636,retail
201712,12,2017,JEFFERSON,1427543,medical
201712,12,2017,JEFFERSON,4291144,retail
201712,12,2017,LA PLATA,300663,medical
201712,12,2017,LA PLATA,2010428,retail
201712,12,2017,LAKE,206999,retail
201712,12,2017,LARIMER,1164472,medical
201712,12,2017,LARIMER,5490891,retail
201712,12,2017,LAS ANIMAS,49588,medical
201712,12,2017,LAS ANIMAS,4019496,retail
201712,12,2017,MESA,1063973,retail
201712,12,2017,MONTEZUMA,67895,medical
201712,12,2017,MONTEZUMA,1687019,retail
201712,12,2017,MORGAN,920406,retail
201712,12,2017,OURAY,442518,retail
201712,12,2017,PARK,367718,retail
201712,12,2017,PITKIN,60311,medical
201712,12,2017,PITKIN,1271300,retail
201712,12,2017,PUEBLO,514218,medical
201712,12,2017,PUEBLO,3707967,retail
201712,12,2017,ROUTT,177246,medical
201712,12,2017,ROUTT,956589,retail
201712,12,2017,SAGUACHE,98676,retail
201712,12,2017,SAN MIGUEL,395334,retail
201712,12,2017,SUMMIT,126502,medical
201712,12,2017,SUMMIT,2533302,retail
201712,12,2017,WELD,415204,medical
201712,12,2017,WELD,2571924,retail
201801,1,2018,ADAMS,803293,medical
201801,1,2018,ADAMS,6081061,retail
201801,1,2018,ARAPAHOE,844394,medical
201801,1,2018,ARAPAHOE,9032907,retail
201801,1,2018,ARCHULETA,624455,retail
201801,1,2018,BOULDER,1647031,medical
201801,1,2018,BOULDER,6212027,retail
201801,1,2018,CHAFFEE,340366,retail
201801,1,2018,CLEAR CREEK,29971,medical
201801,1,2018,CLEAR CREEK,596376,retail
201801,1,2018,CONEJOS,390971,retail
201801,1,2018,COSTILLA,246490,retail
201801,1,2018,DENVER,13211845,medical
201801,1,2018,DENVER,28855834,retail
201801,1,2018,EAGLE,132762,medical
201801,1,2018,EAGLE,1599616,retail
201801,1,2018,EL PASO,7661315,medical
201801,1,2018,FREMONT,134858,medical
201801,1,2018,GARFIELD,249651,medical
201801,1,2018,GARFIELD,1391402,retail
201801,1,2018,GILPIN,167184,retail
201801,1,2018,GRAND,462433,retail
201801,1,2018,GUNNISON,600542,retail
201801,1,2018,JEFFERSON,1278807,medical
201801,1,2018,JEFFERSON,3912816,retail
201801,1,2018,LA PLATA,273077,medical
201801,1,2018,LA PLATA,1675203,retail
201801,1,2018,LAKE,223602,retail
201801,1,2018,LARIMER,1122353,medical
201801,1,2018,LARIMER,4982764,retail
201801,1,2018,LAS ANIMAS,44461,medical
201801,1,2018,LAS ANIMAS,3370017,retail
201801,1,2018,MESA,1069286,retail
201801,1,2018,MONTEZUMA,54617,medical
201801,1,2018,MONTEZUMA,1514572,retail
201801,1,2018,MORGAN,748636,retail
201801,1,2018,OURAY,409591,retail
201801,1,2018,PARK,334849,retail
201801,1,2018,PITKIN,65391,medical
201801,1,2018,PITKIN,1361900,retail
201801,1,2018,PUEBLO,531897,medical
201801,1,2018,PUEBLO,3448129,retail
201801,1,2018,ROUTT,165408,medical
201801,1,2018,ROUTT,1140165,retail
201801,1,2018,SAGUACHE,99344,retail
201801,1,2018,SAN MIGUEL,484986,retail
201801,1,2018,SUMMIT,118928,medical
201801,1,2018,SUMMIT,2841769,retail
201801,1,2018,WELD,348569,medical
201801,1,2018,WELD,2300531,retail
201802,2,2018,ADAMS,686490,medical
201802,2,2018,ADAMS,5562602,retail
201802,2,2018,ARAPAHOE,788639,medical
201802,2,2018,ARAPAHOE,8659080,retail
201802,2,2018,ARCHULETA,568046,retail
201802,2,2018,BOULDER,1481838,medical
201802,2,2018,BOULDER,5937258,retail
201802,2,2018,CHAFFEE,364706,retail
201802,2,2018,CLEAR CREEK,28097,medical
201802,2,2018,CLEAR CREEK,578860,retail
201802,2,2018,CONEJOS,383902,retail
201802,2,2018,COSTILLA,254480,retail
201802,2,2018,DENVER,11430319,medical
201802,2,2018,DENVER,27629202,retail
201802,2,2018,EAGLE,119561,medical
201802,2,2018,EAGLE,1633799,retail
201802,2,2018,EL PASO,7412365,medical
201802,2,2018,FREMONT,134945,medical
201802,2,2018,GARFIELD,239710,medical
201802,2,2018,GARFIELD,1361931,retail
201802,2,2018,GILPIN,162046,retail
201802,2,2018,GRAND,455352,retail
201802,2,2018,GUNNISON,518883,retail
201802,2,2018,JEFFERSON,1205386,medical
201802,2,2018,JEFFERSON,3648040,retail
201802,2,2018,LA PLATA,277446,medical
201802,2,2018,LA PLATA,1752698,retail
201802,2,2018,LAKE,197617,retail
201802,2,2018,LARIMER,1057880,medical
201802,2,2018,LARIMER,4825740,retail
201802,2,2018,LAS ANIMAS,36072,medical
201802,2,2018,LAS ANIMAS,3477803,retail
201802,2,2018,MESA,1179371,retail
201802,2,2018,MONTEZUMA,52213,medical
201802,2,2018,MONTEZUMA,1646139,retail
201802,2,2018,MORGAN,821939,retail
201802,2,2018,OURAY,436779,retail
201802,2,2018,PARK,303972,retail
201802,2,2018,PITKIN,58230,medical
201802,2,2018,PITKIN,1215285,retail
201802,2,2018,PUEBLO,508986,medical
201802,2,2018,PUEBLO,3697366,retail
201802,2,2018,ROUTT,158779,medical
201802,2,2018,ROUTT,1072374,retail
201802,2,2018,SAGUACHE,98025,retail
201802,2,2018,SAN MIGUEL,428164,retail
201802,2,2018,SUMMIT,106905,medical
201802,2,2018,SUMMIT,2548153,retail
201802,2,2018,WELD,327679,medical
201802,2,2018,WELD,2298788,retail
201803,3,2018,ADAMS,455735,medical
201803,3,2018,ADAMS,6602994,retail
201803,3,2018,ARAPAHOE,831623,medical
201803,3,2018,ARAPAHOE,9956392,retail
201803,3,2018,ARCHULETA,785123,retail
201803,3,2018,BOULDER,1691157,medical
201803,3,2018,BOULDER,7245363,retail
201803,3,2018,CHAFFEE,469806,retail
201803,3,2018,CLEAR CREEK,42961,medical
201803,3,2018,CLEAR CREEK,709544,retail
201803,3,2018,CONEJOS,482119,retail
201803,3,2018,COSTILLA,335071,retail
201803,3,2018,DENVER,12756286,medical
201803,3,2018,DENVER,34757371,retail
201803,3,2018,EAGLE,107351,medical
201803,3,2018,EAGLE,1888834,retail
201803,3,2018,EL PASO,8239341,medical
201803,3,2018,FREMONT,120020,medical
201803,3,2018,GARFIELD,288623,medical
201803,3,2018,GARFIELD,1625638,retail
201803,3,2018,GILPIN,223369,retail
201803,3,2018,JEFFERSON,1413017,medical
201803,3,2018,JEFFERSON,4318064,retail
201803,3,2018,LA PLATA,251773,medical
201803,3,2018,LA PLATA,2154494,retail
201803,3,2018,LAKE,240748,retail
201803,3,2018,LARIMER,1151055,medical
201803,3,2018,LARIMER,5839729,retail
201803,3,2018,LAS ANIMAS,32453,medical
201803,3,2018,LAS ANIMAS,4619588,retail
201803,3,2018,MESA,1535841,retail
201803,3,2018,MONTEZUMA,57109,medical
201803,3,2018,MONTEZUMA,2033604,retail
201803,3,2018,MORGAN,1062942,retail
201803,3,2018,PARK,386538,retail
201803,3,2018,PITKIN,1517035,retail
201803,3,2018,PUEBLO,574112,medical
201803,3,2018,PUEBLO,4770132,retail
201803,3,2018,ROUTT,168347,medical
201803,3,2018,ROUTT,1153952,retail
201803,3,2018,SAGUACHE,137847,retail
201803,3,2018,SAN MIGUEL,503751,retail
201803,3,2018,SUMMIT,121159,medical
201803,3,2018,SUMMIT,3061330,retail
201803,3,2018,WELD,370633,medical
201803,3,2018,WELD,2681871,retail
201804,4,2018,ADAMS,417502,medical
201804,4,2018,ADAMS,6868698,retail
201804,4,2018,ARAPAHOE,741609,medical
201804,4,2018,ARAPAHOE,9954701,retail
201804,4,2018,ARCHULETA,502525,retail
201804,4,2018,BOULDER,1601589,medical
201804,4,2018,BOULDER,6957538,retail
201804,4,2018,CHAFFEE,393528,retail
201804,4,2018,CLEAR CREEK,490554,retail
201804,4,2018,CONEJOS,435677,retail
201804,4,2018,COSTILLA,292932,retail
201804,4,2018,DENVER,11689420,medical
201804,4,2018,DENVER,33791852,retail
201804,4,2018,EAGLE,97151,medical
201804,4,2018,EAGLE,1144193,retail
201804,4,2018,EL PASO,7826668,medical
201804,4,2018,FREMONT,141438,medical
201804,4,2018,GARFIELD,252013,medical
201804,4,2018,GARFIELD,1503426,retail
201804,4,2018,GILPIN,212366,retail
201804,4,2018,GRAND,343222,retail
201804,4,2018,GUNNISON,437758,retail
201804,4,2018,JEFFERSON,1084394,medical
201804,4,2018,JEFFERSON,4142771,retail
201804,4,2018,LA PLATA,228755,medical
201804,4,2018,LA PLATA,1863227,retail
201804,4,2018,LAKE,197779,retail
201804,4,2018,LARIMER,1108635,medical
201804,4,2018,LARIMER,5632150,retail
201804,4,2018,LAS ANIMAS,34180,medical
201804,4,2018,LAS ANIMAS,3934794,retail
201804,4,2018,MESA,1482947,retail
201804,4,2018,MONTEZUMA,45539,medical
201804,4,2018,MONTEZUMA,1905829,retail
201804,4,2018,PARK,325805,retail
201804,4,2018,PITKIN,54543,medical
201804,4,2018,PITKIN,699425,retail
201804,4,2018,PUEBLO,478009,medical
201804,4,2018,PUEBLO,4436171,retail
201804,4,2018,ROUTT,157073,medical
201804,4,2018,ROUTT,790286,retail
201804,4,2018,SAGUACHE,137104,retail
201804,4,2018,SAN MIGUEL,219836,retail
201804,4,2018,SUMMIT,113189,medical
201804,4,2018,SUMMIT,1543168,retail
201804,4,2018,WELD,375487,medical
201804,4,2018,WELD,2421030,retail
201805,5,2018,ADAMS,390116,medical
201805,5,2018,ADAMS,6884789,retail
201805,5,2018,ARAPAHOE,842104,medical
201805,5,2018,ARAPAHOE,9846235,retail
201805,5,2018,ARCHULETA,633849,retail
201805,5,2018,BOULDER,1540156,medical
201805,5,2018,BOULDER,7305495,retail
201805,5,2018,CHAFFEE,457767,retail
201805,5,2018,CLEAR CREEK,28054,medical
201805,5,2018,CLEAR CREEK,518925,retail
201805,5,2018,CONEJOS,495930,retail
201805,5,2018,COSTILLA,322017,retail
201805,5,2018,DENVER,11380605,medical
201805,5,2018,DENVER,31592911,retail
201805,5,2018,EAGLE,96713,medical
201805,5,2018,EAGLE,968533,retail
201805,5,2018,EL PASO,7332608,medical
201805,5,2018,FREMONT,147909,medical
201805,5,2018,GARFIELD,252772,medical
201805,5,2018,GARFIELD,1577479,retail
201805,5,2018,GILPIN,219588,retail
201805,5,2018,GRAND,309809,retail
201805,5,2018,GUNNISON,487921,retail
201805,5,2018,JEFFERSON,1262338,medical
201805,5,2018,JEFFERSON,4153426,retail
201805,5,2018,LA PLATA,257014,medical
201805,5,2018,LA PLATA,2086680,retail
201805,5,2018,LARIMER,984003,medical
201805,5,2018,LARIMER,5891148,retail
201805,5,2018,LAS ANIMAS,44907,medical
201805,5,2018,LAS ANIMAS,4082306,retail
201805,5,2018,MESA,1605904,retail
201805,5,2018,MONTEZUMA,47400,medical
201805,5,2018,MONTEZUMA,1967881,retail
201805,5,2018,MORGAN,1000228,retail
201805,5,2018,OURAY,592357,retail
201805,5,2018,PARK,357535,retail
201805,5,2018,PITKIN,46482,medical
201805,5,2018,PITKIN,561866,retail
201805,5,2018,PUEBLO,436538,medical
201805,5,2018,PUEBLO,4619173,retail
201805,5,2018,ROUTT,152758,medical
201805,5,2018,ROUTT,717802,retail
201805,5,2018,SAGUACHE,151704,retail
201805,5,2018,SAN MIGUEL,235398,retail
201805,5,2018,SUMMIT,103122,medical
201805,5,2018,SUMMIT,1225108,retail
201805,5,2018,WELD,331438,medical
201805,5,2018,WELD,2396424,retail
201806,6,2018,ADAMS,355054,medical
201806,6,2018,ADAMS,7071943,retail
201806,6,2018,ARAPAHOE,769443,medical
201806,6,2018,ARAPAHOE,10003372,retail
201806,6,2018,ARCHULETA,834469,retail
201806,6,2018,BOULDER,1430060,medical
201806,6,2018,BOULDER,7752657,retail
201806,6,2018,CHAFFEE,578419,retail
201806,6,2018,CLEAR CREEK,22895,medical
201806,6,2018,CLEAR CREEK,633162,retail
201806,6,2018,CONEJOS,558542,retail
201806,6,2018,COSTILLA,408573,retail
201806,6,2018,DENVER,11375581,medical
201806,6,2018,DENVER,32336676,retail
201806,6,2018,EAGLE,99986,medical
201806,6,2018,EAGLE,1273668,retail
201806,6,2018,EL PASO,8272114,medical
201806,6,2018,FREMONT,153170,medical
201806,6,2018,GARFIELD,253141,medical
201806,6,2018,GARFIELD,1711546,retail
201806,6,2018,GILPIN,240622,retail
201806,6,2018,GRAND,471237,retail
201806,6,2018,GUNNISON,697112,retail
201806,6,2018,JEFFERSON,1194256,medical
201806,6,2018,JEFFERSON,4376615,retail
201806,6,2018,LA PLATA,256422,medical
201806,6,2018,LA PLATA,2045737,retail
201806,6,2018,LARIMER,965461,medical
201806,6,2018,LARIMER,6087233,retail
201806,6,2018,LAS ANIMAS,39736,medical
201806,6,2018,LAS ANIMAS,4436437,retail
201806,6,2018,MESA,1654095,retail
201806,6,2018,MONTEZUMA,59954,medical
201806,6,2018,MONTEZUMA,2023138,retail
201806,6,2018,MORGAN,1067039,retail
201806,6,2018,OURAY,666243,retail
201806,6,2018,PARK,409810,retail
201806,6,2018,PITKIN,52088,medical
201806,6,2018,PITKIN,919527,retail
201806,6,2018,PUEBLO,692724,medical
201806,6,2018,PUEBLO,4836544,retail
201806,6,2018,ROUTT,126739,medical
201806,6,2018,ROUTT,899556,retail
201806,6,2018,SAGUACHE,173495,retail
201806,6,2018,SAN MIGUEL,453787,retail
201806,6,2018,SUMMIT,84313,medical
201806,6,2018,SUMMIT,1668835,retail
201806,6,2018,WELD,331725,medical
201806,6,2018,WELD,2379519,retail
201807,7,2018,ADAMS,600899,medical
201807,7,2018,ADAMS,7412565,retail
201807,7,2018,ARAPAHOE,854281,medical
201807,7,2018,ARAPAHOE,10500847,retail
201807,7,2018,ARCHULETA,1015573,retail
201807,7,2018,BOULDER,1466872,medical
201807,7,2018,BOULDER,8764549,retail
201807,7,2018,CHAFFEE,699379,retail
201807,7,2018,CLEAR CREEK,23986,medical
201807,7,2018,CLEAR CREEK,730165,retail
201807,7,2018,CONEJOS,621884,retail
201807,7,2018,COSTILLA,450314,retail
201807,7,2018,DENVER,11859418,medical
201807,7,2018,DENVER,34154291,retail
201807,7,2018,EAGLE,91750,medical
201807,7,2018,EAGLE,1582803,retail
201807,7,2018,EL PASO,7837080,medical
201807,7,2018,FREMONT,145139,medical
201807,7,2018,GARFIELD,218285,medical
201807,7,2018,GARFIELD,1917005,retail
201807,7,2018,GILPIN,266111,retail
201807,7,2018,GRAND,629538,retail
201807,7,2018,GUNNISON,954926,retail
201807,7,2018,JEFFERSON,1161582,medical
201807,7,2018,JEFFERSON,4575835,retail
201807,7,2018,LA PLATA,238044,medical
201807,7,2018,LA PLATA,2366479,retail
201807,7,2018,LAKE,318683,retail
201807,7,2018,LARIMER,981720,medical
201807,7,2018,LARIMER,6570637,retail
201807,7,2018,LAS ANIMAS,31952,medical
201807,7,2018,LAS ANIMAS,4704196,retail
201807,7,2018,MESA,1674477,retail
201807,7,2018,MONTEZUMA,92530,medical
201807,7,2018,MONTEZUMA,2031292,retail
201807,7,2018,MORGAN,1115451,retail
201807,7,2018,OURAY,751062,retail
201807,7,2018,PARK,487238,retail
201807,7,2018,PITKIN,47118,medical
201807,7,2018,PITKIN,1357126,retail
201807,7,2018,PUEBLO,492063,medical
201807,7,2018,PUEBLO,5249580,retail
201807,7,2018,ROUTT,136681,medical
201807,7,2018,ROUTT,1082308,retail
201807,7,2018,SAGUACHE,191002,retail
201807,7,2018,SAN MIGUEL,544147,retail
201807,7,2018,SUMMIT,91088,medical
201807,7,2018,SUMMIT,2193931,retail
201807,7,2018,WELD,312813,medical
201807,7,2018,WELD,2480209,retail
201808,8,2018,ADAMS,400754,medical
201808,8,2018,ADAMS,7613627,retail
201808,8,2018,ARAPAHOE,808360,medical
201808,8,2018,ARAPAHOE,10661253,retail
201808,8,2018,ARCHULETA,906585,retail
201808,8,2018,BOULDER,1415106,medical
201808,8,2018,BOULDER,8774472,retail
201808,8,2018,CHAFFEE,650455,retail
201808,8,2018,CLEAR CREEK,688187,retail
201808,8,2018,CONEJOS,651028,retail
201808,8,2018,COSTILLA,473881,retail
201808,8,2018,DENVER,12797280,medical
201808,8,2018,DENVER,35343772,retail
201808,8,2018,EAGLE,100482,medical
201808,8,2018,EAGLE,1600012,retail
201808,8,2018,EL PASO,7955801,medical
201808,8,2018,GARFIELD,186408,medical
201808,8,2018,GARFIELD,1914968,retail
201808,8,2018,GILPIN,256201,retail
201808,8,2018,GRAND,555069,retail
201808,8,2018,GUNNISON,897237,retail
201808,8,2018,JEFFERSON,1286756,medical
201808,8,2018,JEFFERSON,4650674,retail
201808,8,2018,LA PLATA,2370568,retail
201808,8,2018,LAKE,330557,retail
201808,8,2018,LARIMER,1030583,medical
201808,8,2018,LARIMER,6820019,retail
201808,8,2018,LAS ANIMAS,40494,medical
201808,8,2018,LAS ANIMAS,4699321,retail
201808,8,2018,MESA,1737216,retail
201808,8,2018,MONTEZUMA,97884,medical
201808,8,2018,MONTEZUMA,2031697,retail
201808,8,2018,MORGAN,1147988,retail
201808,8,2018,OURAY,757172,retail
201808,8,2018,PARK,460047,retail
201808,8,2018,PITKIN,1362818,retail
201808,8,2018,PUEBLO,580863,medical
201808,8,2018,PUEBLO,5468826,retail
201808,8,2018,ROUTT,157402,medical
201808,8,2018,ROUTT,1028248,retail
201808,8,2018,SAGUACHE,198805,retail
201808,8,2018,SAN MIGUEL,496399,retail
201808,8,2018,SUMMIT,104527,medical
201808,8,2018,SUMMIT,2018092,retail
201808,8,2018,WELD,331928,medical
201808,8,2018,WELD,2539739,retail
201809,9,2018,ADAMS,398277,medical
201809,9,2018,ADAMS,7362649,retail
201809,9,2018,ARAPAHOE,889138,medical
201809,9,2018,ARAPAHOE,10127781,retail
201809,9,2018,ARCHULETA,840533,retail
201809,9,2018,BOULDER,1299455,medical
201809,9,2018,BOULDER,8099831,retail
201809,9,2018,CHAFFEE,580551,retail
201809,9,2018,CLEAR CREEK,28653,medical
201809,9,2018,CLEAR CREEK,620626,retail
201809,9,2018,CONEJOS,607872,retail
201809,9,2018,COSTILLA,441921,retail
201809,9,2018,DENVER,12967617,medical
201809,9,2018,DENVER,34127926,retail
201809,9,2018,EAGLE,96626,medical
201809,9,2018,EAGLE,1282007,retail
201809,9,2018,EL PASO,7786421,medical
201809,9,2018,GARFIELD,182576,medical
201809,9,2018,GARFIELD,1905410,retail
201809,9,2018,GILPIN,241174,retail
201809,9,2018,GRAND,479851,retail
201809,9,2018,GUNNISON,760759,retail
201809,9,2018,JEFFERSON,1247843,medical
201809,9,2018,JEFFERSON,4299667,retail
201809,9,2018,LA PLATA,2338202,retail
201809,9,2018,LAKE,272478,retail
201809,9,2018,LARIMER,936033,medical
201809,9,2018,LARIMER,6631199,retail
201809,9,2018,LAS ANIMAS,27817,medical
201809,9,2018,LAS ANIMAS,4765052,retail
201809,9,2018,MESA,1754898,retail
201809,9,2018,MOFFAT,518034,retail
201809,9,2018,MONTEZUMA,94993,medical
201809,9,2018,MONTEZUMA,1978519,retail
201809,9,2018,OURAY,767446,retail
201809,9,2018,PARK,435826,retail
201809,9,2018,PITKIN,44125,medical
201809,9,2018,PITKIN,1030932,retail
201809,9,2018,PUEBLO,566009,medical
201809,9,2018,PUEBLO,5377188,retail
201809,9,2018,ROUTT,135149,medical
201809,9,2018,ROUTT,968797,retail
201809,9,2018,SAGUACHE,207584,retail
201809,9,2018,SAN MIGUEL,509927,retail
201809,9,2018,SUMMIT,94092,medical
201809,9,2018,SUMMIT,1613075,retail
201809,9,2018,WELD,313809,medical
201809,9,2018,WELD,2372200,retail
201810,10,2018,ADAMS,509170,medical
201810,10,2018,ADAMS,7365401,retail
201810,10,2018,ARAPAHOE,826764,medical
201810,10,2018,ARAPAHOE,10245761,retail
201810,10,2018,ARCHULETA,722415,retail
